StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,basic_identity_1,q_instruction_First Click,q_instruction_Last Click,q_instruction_Page Submit,q_instruction_Click Count,q_see,q_hear,q_smell,simultaneous_or_flip,first_identity_1,comp_q,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,Q30,Q31,RandomID,cond
2024-06-28 14:06:55,2024-06-28 14:09:53,IP Address,139.171.199.202,100,178,True,2024-06-28 14:09:54,R_57E6LYlHhoeC5pK,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,0,0,134.884,0,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Single consciousness, simultaneous",88,Farming,Male,,Black or African American,,30,Masters Degree (MS),,AA3FAVQWQG72K,263525,263525,2
2024-06-28 14:02:54,2024-06-28 14:10:28,IP Address,139.171.194.243,100,454,True,2024-06-28 14:10:29,R_7qyEi5MlGtRsIly,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,0,0,324.648,0,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Single consciousness, flipping",86,Farming,Male,,White or European,,30,Masters Degree (MS),,A3GIKI0W3QPTPM,665552,665552,2
2024-06-28 14:10:47,2024-06-28 14:11:46,IP Address,196.51.247.11,100,59,True,2024-06-28 14:11:46,R_7QFZc3biRBXHXuA,,,,,39.0469,-77.4903,anonymous,EN,Yes,Both John and Paul,Purple,,,,,,,,,,,,,,,,,,,,,14355,
2024-06-28 14:11:13,2024-06-28 14:11:46,IP Address,209.20.206.205,100,32,True,2024-06-28 14:11:47,R_5MVOBoyo8fuB1Ml,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,88,,,,,,,,,,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A11XFWI1XY6NIC,113966,113966,1
2024-06-28 14:10:54,2024-06-28 14:11:49,IP Address,209.20.246.53,100,54,True,2024-06-28 14:11:49,R_6ReL5BBV3NuMM4B,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,98,,,,,,,,,,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A1GE2BJ3E7J2HQ,550640,550640,1
2024-06-28 13:55:26,2024-06-28 14:11:54,IP Address,209.20.211.8,100,987,True,2024-06-28 14:11:54,R_1q1x9q5SDfDxgyl,,,,,33.8737,-118.236,anonymous,EN,Yes,Paul,Purple,,40.979,56.577,62.558,2,"friend is cooking. ,relative is sweeping.",the quantum device scans your body and records the exact state of all your cells and brain states.,cooking smell,"Single consciousness, flipping",100,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A1XRZRB8LA0ODQ,,962399,2
2024-06-28 13:54:11,2024-06-28 14:12:00,IP Address,209.20.193.59,100,1068,True,2024-06-28 14:12:00,R_3lsPbQkajgN9BKk,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,0,0,80.358,0,i could see  my relative and my friend at the same time at their house .,i can see my friend cooking and my relative sweeping in their house.,"i could smell the smell of food in my friends house, and dust while my relative  sweeping ","Single consciousness, flipping",74,Teletransportation,Male,,White or European,,36,College Graduate (4 year),,A3BSFFOLVLOMXU,,800387,2
2024-06-28 13:47:49,2024-06-28 14:12:07,IP Address,141.140.78.123,100,1457,True,2024-06-28 14:12:07,R_6JsznvXX90xpXwc,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,13.23,14.517,63.299,3,"I see my friend cooking, probably standing by the kitchen counter, working with various ingredients and utensils.","I see my relative sweeping the floor, likely moving around the living area or another part of the house.","I hear the sound of sweeping the soft swish of a broom against the floor. ","Single consciousness, split screen",62,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A1FNFTLW6NCJTR,229878,229878,2
2024-06-28 13:54:20,2024-06-28 14:12:21,IP Address,139.171.174.224,100,1081,True,2024-06-28 14:12:22,R_6xxEbyYjFcKE0yf,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,178.998,188.868,190.867,2,"I see a fascinating juxtaposition of two distinct environments. In both places, I observe the unique essence of each setting. At my friend's, there's a dynamic interplay of culinary creativity and modern comfort, bustling with the joy of preparation and anticipation of a shared meal. At my relative's, there's a sense of quiet contentment and order, where every detail contributes to a harmonious and inviting living space.","In my friend's house, amidst the bustling kitchen activity, I hear the rhythmic sounds of preparation. At the same time, in my relative's house, the atmosphere is much quieter and more subdued. ","In my friend's house, the air is filled with a tantalizing blend of savory aromas. At the same time, in my relative's house, the scent is more subtle and gentle.",Two consciousnesses,60,Teletransportation,Male,,White or European,,34,College Graduate (4 year),,AM618QE9522G7,,929441,2
2024-06-28 14:09:39,2024-06-28 14:13:45,IP Address,192.126.181.217,100,245,True,2024-06-28 14:13:45,R_3gMckSoNx7FBK0i,,,,,47.63,-122.2972,anonymous,EN,Yes,Paul,Purple,,0,0,64.898,0,that was good,that was good,that was good,"Single consciousness, flipping",74,Farming,Male,,White or European,,32,High School or Equivalent,,A1QY77QE9JTUI7,583234,583234,2
2024-06-28 14:13:31,2024-06-28 14:14:06,IP Address,209.20.202.141,100,34,True,2024-06-28 14:14:06,R_5Ksbmjr3BDz09KV,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,81,,,,,,,,,,Farming,Male,,White or European,,30,Masters Degree (MS),,A3GTL56WJV3I23,898628,898628,1
2024-06-28 13:51:21,2024-06-28 14:14:27,IP Address,209.20.232.169,100,1386,True,2024-06-28 14:14:28,R_1c72RzTF72Xecm4,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,,0,0,134.598,0,"I see a fascinating juxtaposition of two distinct environments. In both places, I observe the unique essence of each setting. At my friend's, there's a dynamic interplay of culinary creativity and modern comfort, bustling with the joy of preparation and anticipation of a shared meal. At my relative's, there's a sense of quiet contentment and order, where every detail contributes to a harmonious and inviting living space.","
In my friend's house, amidst the bustling kitchen activity, I hear the rhythmic sounds of preparation. At the same time, in my relative's house, the atmosphere is much quieter and more subdued. ","

In my friend's house, the air is filled with a tantalizing blend of savory aromas. At the same time, in my relative's house, the scent is more subtle and gentle.","Single consciousness, flipping",70,Teletransportation,Male,,White or European,,34,College Graduate (4 year),,A2SS09QKP2AA03,991881,991881,2
2024-06-28 13:52:54,2024-06-28 14:15:02,IP Address,192.53.142.249,100,1328,True,2024-06-28 14:15:03,R_6lSJM1moHr7dT4N,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,35.735,74.185,77.033,2,"He is saying that even he, the great apostle, cannot fully understand or even imagine all that God is going to do for us","Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly, affects all indirectly",Phantosmia may be caused by a head injury or upper respiratory infection.,"Single consciousness, flipping",75,Plane travel,Male,,White or European,,45,Masters Degree (MS),,A3LTWLRM4TJYLT,991949,991949,2
2024-06-28 14:00:32,2024-06-28 14:15:03,IP Address,209.20.218.176,100,871,True,2024-06-28 14:15:04,R_5nkhrNyCFqy9H0i,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,94.956,94.956,96.456,1,nothing to see this,nothing to see this,nothing to see this,"Single consciousness, flipping",32,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A6ZSPTJG2199,504307,504307,2
2024-06-28 14:14:52,2024-06-28 14:15:24,IP Address,209.20.199.246,100,31,True,2024-06-28 14:15:24,R_6pmamwdLa57mUsx,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,63,,,,,,,,,,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A33J8S9A9ZSESG,227977,227977,1
2024-06-28 14:14:45,2024-06-28 14:15:43,IP Address,209.20.247.142,100,57,True,2024-06-28 14:15:44,R_7dlPguvIfswjXJn,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A2GPIHK6Z1A8F6,717433,717433,1
2024-06-28 14:13:10,2024-06-28 14:16:01,IP Address,196.51.254.138,100,171,True,2024-06-28 14:16:01,R_7IH3eL2145rm5MY,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Plane travel,Male,,White or European,,1992,College Graduate (4 year),,A1L7P9QOS3HFGH,GOOD,522078,1
2024-06-28 14:16:08,2024-06-28 14:16:41,IP Address,209.20.199.247,100,33,True,2024-06-28 14:16:42,R_6VqDQLUS2ZV5k13,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,73,,,,,,,,,,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A1I4JZ4YWXWUQY,600041,600041,1
2024-06-28 14:04:34,2024-06-28 14:17:00,IP Address,154.27.76.210,100,746,True,2024-06-28 14:17:01,R_7O2YWbdPbwwfMCJ,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,0,0,363.262,0,"nothing houses ","nothing houses ","nothing houses ",Two consciousnesses,72,Plane travel,Male,,White or European,,30,Masters Degree (MS),,A3S4FA6LG2F4TL,334739,334739,2
2024-06-28 13:45:49,2024-06-28 14:17:31,IP Address,208.196.108.241,100,1901,True,2024-06-28 14:17:31,R_6N9SYZC8uxhGggc,,,,,35.9875,-84.1168,anonymous,EN,Yes,Paul,Purple,40,,,,,,,,,,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,AO2PSM6P2W9P7,713718,713718,1
2024-06-28 14:12:35,2024-06-28 14:19:01,IP Address,141.140.91.174,100,385,True,2024-06-28 14:19:01,R_6CeOg9Wip2CaIZb,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,306.261,0,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","Single consciousness, flipping",72,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A23ZEOIC11JF2A,182847,182847,2
2024-06-28 14:19:05,2024-06-28 14:19:13,IP Address,154.27.64.110,100,8,True,2024-06-28 14:19:14,R_360Xlx5SH27iT9D,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,,,,,,,,,202402,
2024-06-28 14:12:57,2024-06-28 14:19:46,IP Address,209.20.212.129,100,408,True,2024-06-28 14:19:47,R_3lwvfso9lRPSgb7,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,110.551,0," enter the Quantum Teletransporter in your house. Then you press the button. In an instant, the quantum device scans your body and records the exact state of all your cells and brain states.

Instantly, the information travels through an information wormhole to your friend's house and your relative's house, where it is perfectly reconstituted in physical form.","my friend's house and my relative's house, where it is perfectly reconstituted in physical form, sweeping sound, cooking sound",cooking smell,"Single consciousness, flipping",99,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A2YNLRJDNPEUU7,,43871,2
2024-06-28 14:17:28,2024-06-28 14:20:13,IP Address,209.20.196.132,100,165,True,2024-06-28 14:20:13,R_5uFEPmVOh8vdfLH,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,,0,0,100.091,0,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Single consciousness, split screen",75,Farming,Male,,White or European,,30,Masters Degree (MS),,A2BZLJC65YN3ND,811801,811801,2
2024-06-28 14:17:28,2024-06-28 14:20:28,IP Address,209.20.203.68,100,180,True,2024-06-28 14:20:29,R_3vZUcE4wb99Z2Kt,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,52,,,,,,,,,,Plane travel,Male,,White or European,,30,Masters Degree (MS),,A16ELQ21MF78DQ,927109,927109,1
2024-06-28 13:59:19,2024-06-28 14:20:41,IP Address,209.20.217.79,100,1282,True,2024-06-28 14:20:42,R_1pbVAKL0cife1KF,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,24,,,,,,,,,,Teletransportation,Male,,White or European,,30,Some College,,A1GBGKGJMVFCP9,488626,488626,1
2024-06-28 14:15:47,2024-06-28 14:21:17,IP Address,103.10.55.82,100,329,True,2024-06-28 14:21:17,R_4f2SxGHvyMUb2BC,,,,,23.8175,90.4096,anonymous,EN,Yes,Paul,Purple,,14.587,47.601,63.53,2,"The rich, savory aroma of the cooking space-shrimp fills the air, tinged with a hint of metallic tang from the high-tech kitchen appliances.","The rhythmic sizzle of the space-shrimp mingles with the cheerful chirping of a robotic bird perched on a nearby counter. A calm, synthesized voice emanates from a hidden speaker, reporting on a successful interstellar trade mission.","The sweet, earthy scent of the red dust mixes with the fresh, slightly floral fragrance of the bioluminescent plants wafting through the window.

pen_spark



tune

share


more_vert
","Single consciousness, simultaneous",83,Teletransportation,Male,,White or European,,36,College Graduate (4 year),,A3FES5R5CDC91M,119540,119540,2
2024-06-28 14:21:27,2024-06-28 14:22:03,IP Address,209.20.206.117,100,35,True,2024-06-28 14:22:03,R_7nwTRTAnJvcVr08,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,75,,,,,,,,,,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A2U10AZXQCL9TN,607876,607876,1
2024-06-28 14:15:47,2024-06-28 14:22:32,IP Address,192.227.76.162,100,405,True,2024-06-28 14:22:32,R_7siG4jy3kbwTnpE,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,94,,,,,,,,,,Plane travel,Male,,White or European,,30,High School or Equivalent,,A2MD6X1QBJ5DH6,1266,1266,1
2024-06-28 14:16:32,2024-06-28 14:22:41,IP Address,209.20.245.98,100,369,True,2024-06-28 14:22:42,R_3QfM5seVR2gd8cb,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,233.163,0,"This means you need to maintain the endurance to endure, that faith as a mustard seed yet the tenacity and boldness of the righteous sustained by the conquering power of Christ.","Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly, affects all indirectly.","Olfactory is a type of imagery that appeals to the readers' sense of smell. Imagery is a literary technique writers use to help 'paint' a mental picture for the reader. An example of olfactory imagery is, 'The sickly sweet smell of honeysuckle blossom hung heavy in the air.","Single consciousness, split screen",100,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A3ARYVSIKIYGVU,453623,453623,2
2024-06-28 14:20:36,2024-06-28 14:22:47,IP Address,154.27.64.87,100,131,True,2024-06-28 14:22:48,R_3NsRuBvZRQMynKw,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,75,,,,,,,,,,Plane travel,Male,,White or European,,30,Masters Degree (MS),,AZS2CB56I5XVR,457829,457829,1
2024-06-28 14:19:20,2024-06-28 14:23:13,IP Address,154.27.64.110,100,232,True,2024-06-28 14:23:13,R_5HksZY7dqtO0A6z,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,0,0,149.242,0,not here to see,nothing else,something else,"Single consciousness, simultaneous",2,Teletransportation,Male,,Mixed,,30,High School or Equivalent,,A2CH32C56UBA9,95833,95833,2
2024-06-28 14:07:49,2024-06-28 14:23:15,IP Address,191.96.177.49,100,926,True,2024-06-28 14:23:16,R_6MQu8oQObMOgZ9f,,,,,40.6063,-74.1774,anonymous,EN,Yes,Paul,Purple,,4.44,48.63,73.279,10,"I see my friend standing by the stove, stirring a pot of something hearty and aromatic.
The kitchen is modern, with sleek countertops and stainless steel appliances.","The blend of kitchen sounds and sweeping noises creates a harmonious auditory experience.
The contrast between the active kitchen and the peaceful sweeping enhances the richness of the auditory perception.","I smell the clean, fresh scent of a recently polished wooden floor, mingling with a hint of floral air freshener.
There's a faint aroma of lavender or chamomile, likely from scented candles or potpourri placed around the room.","Single consciousness, flipping",52,Teletransportation,Female,,White or European,,41,College Graduate (4 year),,A2MCABLIHZOHK,29457,29457,2
2024-06-28 14:14:31,2024-06-28 14:23:18,IP Address,209.20.212.146,100,526,True,2024-06-28 14:23:18,R_6rbNKfz1iqy9efv,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,7.906,7.906,90.102,1," enter the Quantum Teletransporter in your house. Then you press the button. In an instant, the quantum device scans your body and records the exact state of all your cells and brain states.

Instantly, the information travels through an information wormhole to your friend's house and your relative's house, where it is perfectly reconstituted in physical form.","cooking sound , sweeping sound, information travels through an information wormhole to my friend's house and your relative's house, where it is perfectly reconstituted in physical form",cooking sound,Two consciousnesses,100,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,AH4GQNJ5NY2GH,,921939,2
2024-06-28 14:22:43,2024-06-28 14:23:20,IP Address,208.196.103.239,100,37,True,2024-06-28 14:23:21,R_6DGeZDwsvtPhBVi,,,,,35.9875,-84.1168,anonymous,EN,Yes,Paul,Purple,58,,,,,,,,,,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,A2PMK0LYX26VSF,371891,371891,1
2024-06-28 14:23:29,2024-06-28 14:24:04,IP Address,209.20.202.140,100,35,True,2024-06-28 14:24:04,R_3J2fBbN0fjXwiho,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,54,,,,,,,,,,Farming,Male,,White or European,,30,Masters Degree (MS),,A2IIX45FQE4OFM,701109,701109,1
2024-06-28 14:17:34,2024-06-28 14:25:26,IP Address,209.20.241.54,100,471,True,2024-06-28 14:25:27,R_1ASyKN2dsoIAR6F,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,337.657,0,"He is saying that even he, the great apostle, cannot fully understand or even imagine all that God is going to do for us. But Paul does know that God can do it.","“Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly, affects all indirectly.",cooking smell,"Single consciousness, flipping",99,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A11X3C5R1Z321P,711628,711628,2
2024-06-28 14:25:09,2024-06-28 14:25:50,IP Address,209.20.210.179,100,40,True,2024-06-28 14:25:50,R_7MATxSjMcwVYQWa,,,,,33.8737,-118.236,anonymous,EN,Yes,Paul,Purple,75,,,,,,,,,,Plane travel,Male,,White or European,,30,Masters Degree (MS),,A33IWJBI5CAUX3,125584,125584,1
2024-06-28 14:25:10,2024-06-28 14:25:51,IP Address,209.20.203.115,100,41,True,2024-06-28 14:25:52,R_5jwGFsDdL3h6zhD,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,82,,,,,,,,,,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A17Z3CEQUG2XSG,711920,711920,1
2024-06-28 14:22:44,2024-06-28 14:27:38,IP Address,209.20.199.252,100,293,True,2024-06-28 14:27:38,R_1P7ECsz5s6EbVaJ,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,,0,0,244.815,0,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Single consciousness, simultaneous",74,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A35RZQQZHAPHYT,876737,876737,2
2024-06-28 14:27:50,2024-06-28 14:28:29,IP Address,209.20.215.157,100,38,True,2024-06-28 14:28:29,R_53W4bSubYANGFLH,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,72,,,,,,,,,,Plane travel,Male,,White or European,,30,Masters Degree (MS),,A3GTCHWWBYMU94,390378,390378,1
2024-06-28 14:28:11,2024-06-28 14:29:03,IP Address,154.27.89.238,100,51,True,2024-06-28 14:29:03,R_1eqooE3zPzWWyE9,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,60,,,,,,,,,,Farming,Male,,White or European,,30,"Professional Degree (MD, JD, etc.)",,A1F6ZBZRXD1DEN,824290,824290,1
2024-06-28 14:24:40,2024-06-28 14:29:08,IP Address,68.169.169.20,100,267,True,2024-06-28 14:29:08,R_7ydOXnccXYsbSbP,,,,,34.9335,-85.3794,anonymous,EN,Yes,Paul,Purple,,0,0,85.906,0,"I see wooden floors, chairs, a sofa, a counter top, and both people","The sound of water boiling, two voices in my ear, the swish of the broom","I smell a combination of typical-house smell and dinner cooking on the stove, an air freshener in one and garlic and onions in the other.","Single consciousness, simultaneous",100,Teletransportation,Female,,White or European,,30,College Graduate (4 year),,A1ZB2NY0F9QNP0,990897,990897,2
2024-06-28 14:26:39,2024-06-28 14:29:19,IP Address,209.20.196.133,100,160,True,2024-06-28 14:29:20,R_3iDw9vqihJKeLAd,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,,0,0,110.667,0,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Single consciousness, simultaneous",89,Farming,Male,,Black or African American,,30,Masters Degree (MS),,ACEX734YYZ2OM,537071,537071,2
2024-06-28 13:40:18,2024-06-28 14:30:37,IP Address,209.20.248.249,100,3018,True,2024-06-28 14:30:37,R_1FR3l16Vq0na6o2,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,88.523,0,YES I AM HOUSE THA NICE ONE.,GOOD ONE HOME THA PLACE.,YES GOOD ONE AND NICE ONE.,"Single consciousness, flipping",86,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A3K8SW3PJ71NYQ,425913,425913,2
2024-06-28 14:30:06,2024-06-28 14:30:42,IP Address,139.171.159.188,100,35,True,2024-06-28 14:30:42,R_1c0ks1hPRwLJ0uI,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,72,,,,,,,,,,Farming,Male,,White or European,,30,Masters Degree (MS),,A3AMVUDT8FCMO3,,878949,1
2024-06-28 14:28:23,2024-06-28 14:31:43,IP Address,139.171.159.187,100,199,True,2024-06-28 14:31:43,R_6EMCjWW71f3Z0rT,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,0,0,140.213,0,"magining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","magining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","magining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","Single consciousness, flipping",86,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A3CY7966QXR3FP,567021,567021,2
2024-06-28 14:23:47,2024-06-28 14:31:51,IP Address,209.20.219.46,100,483,True,2024-06-28 14:31:51,R_5X65nJv5LEhzZXr,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,10.913,19.617,80.101,10,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. “But if you're actively trying to imagine things in order to get immediate relief from an obsessive fear or doubt, it could be a sign of a more serious issue,” says Newendorp.

","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. “But if you're actively trying to imagine things in order to get immediate relief from an obsessive fear or doubt, it could be a sign of a more serious issue,” says Newendorp.
","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. “But if you're actively trying to imagine things in order to get immediate relief from an obsessive fear or doubt, it could be a sign of a more serious issue,” says Newendorp.
","Single consciousness, flipping",78,Plane travel,Male,,White or European,,30,High School or Equivalent,,A1M4PS2P5Q8W48,871007,871007,2
2024-06-28 14:27:23,2024-06-28 14:31:54,IP Address,209.20.207.126,100,271,True,2024-06-28 14:31:55,R_7Vkiwu9lkVAJ2q5,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,0,0,111.171,0,"Under the Articles of Confederation, states caused economic chaos by making independent trade agreements with foreign countries, so the Constitution gave the federal government the power to regulate trade and foreign policy","The meticulously crafted piece of oratory dramatically announced a generational change in the White House. It called on the nation to combat ""tyranny, poverty, disease, and war itself"" and urged American citizens to participate in public service.",cooking smell,"Single consciousness, flipping",100,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,AH5JTHPL4AJRG,890976,890976,2
2024-06-28 13:41:40,2024-06-28 14:32:02,IP Address,139.171.246.191,100,3022,True,2024-06-28 14:32:02,R_6EoKrYkHZhOqw0T,,,,,40.7852,-73.8098,anonymous,EN,Yes,Paul,Purple,,0,0,61.78,0,You step out of the Teletransporter and find yourself in a spacious living room with a high ceiling,"The quiet, rhythmic swish of the smart broom as it autonomously sweeps the floor","The occasional mix of outdoor and indoor fragrances, creating a harmonious blend that reflects the advanced yet natural living environment of the year 2450","Single consciousness, split screen",100,Teletransportation,Male,,White or European,,32,College Graduate (4 year),,A14JB3F58P41OY,717219,717219,2
2024-06-28 14:29:39,2024-06-28 14:32:11,IP Address,209.20.221.222,100,152,True,2024-06-28 14:32:11,R_6sO8QwFPDLI9DFL,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,56.273,62.733,63.129,2,its to good,nothing to hear,smell is very good,"Single consciousness, simultaneous",100,Teletransportation,Male,,White or European,,30,High School or Equivalent,,A8AM5A23S2BYR,302199,302199,2
2024-06-28 13:36:41,2024-06-28 14:32:18,IP Address,209.20.228.241,100,3336,True,2024-06-28 14:32:19,R_12VM5KcWjYYcIfN,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,35,,,,,,,,,,Teletransportation,Male,,White or European,,30,Some College,,ADC2VJSN0WORW,750422,750422,1
2024-06-28 14:32:30,2024-06-28 14:33:02,IP Address,139.171.152.89,100,32,True,2024-06-28 14:33:03,R_1HbrTZOCUQl3ERm,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,73,,,,,,,,,,Farming,Male,,White or European,,30,Masters Degree (MS),,A30UH2ZBBT1MFJ,926592,926592,1
2024-06-28 14:34:12,2024-06-28 14:35:54,IP Address,216.65.135.108,100,101,True,2024-06-28 14:35:54,R_7PbOfqBqCSamo0r,,,,,25.7349,-80.2228,anonymous,EN,Yes,Paul,Purple,22,,,,,,,,,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A1J2C20TWNYIV,206844,206844,1
2024-06-28 14:35:17,2024-06-28 14:35:58,IP Address,63.113.31.86,100,41,True,2024-06-28 14:35:59,R_7G1CKEWWWDVKJyF,,,,,39.8655,-86.122,anonymous,EN,Yes,Neither John nor Paul,Purple,,,,,,,,,,,,,,,,,,,,,341518,
2024-06-28 14:36:14,2024-06-28 14:37:55,IP Address,139.171.162.242,100,101,True,2024-06-28 14:37:56,R_7jiyA4yu910tTZE,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,61,,,,,,,,,,Plane travel,Female,,White or European,,45,College Graduate (4 year),,A2B3U7JG22P43I,,267950,1
2024-06-28 14:37:13,2024-06-28 14:38:37,IP Address,63.113.31.86,100,84,True,2024-06-28 14:38:38,R_3dmYvHaFHHvrjON,,,,,39.8655,-86.122,anonymous,EN,Yes,Paul,Purple,87,,,,,,,,,,Teletransportation,Male,,White or European,,34,College Graduate (4 year),,A1YPVOTZ55WDO6,797516,797516,1
2024-06-28 14:37:31,2024-06-28 14:40:46,IP Address,188.191.110.133,100,194,True,2024-06-28 14:40:47,R_77cI2FFakdiCtEt,,,,,38.6583,-77.2481,anonymous,EN,Yes,Paul,Purple,97,,,,,,,,,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A2OPL87BGLUU61,620772,620772,1
